id_carro,placa,ano,id_pessoa
17153,ZJT0R53,1997,30424
17154,ZJU0R54,1990,23154
17155,ZJV0R55,2014,72900
17156,ZJW0R56,1998,47049
17157,ZJX0R57,2012,21532
17158,ZJY0R58,2015,12740
17159,ZJZ0R59,2005,51119
17160,ZKA0R60,2017,80087
17161,ZKB0R61,2003,25128
17162,ZKC0R62,2012,73223
17163,ZKD0R63,1998,46045
17164,ZKE0R64,2018,54189
17165,ZKF0R65,2019,41932
17166,ZKG0R66,2016,77390
17167,ZKH0R67,1991,10166
17168,ZKI0R68,2019,83312
17169,ZKJ0R69,2000,18370
17170,ZKK0R70,1998,75018
17171,ZKL0R71,1990,96373
17172,ZKM0R72,2002,94193
17173,ZKN0R73,2002,41526
17174,ZKO0R74,2001,54414
17175,ZKP0R75,2009,93496
17176,ZKQ0R76,2004,50409
17177,ZKR0R77,2018,26426
17178,ZKS0R78,2022,31271
17179,ZKT0R79,1998,28458
17180,ZKU0R80,2023,3419
17181,ZKV0R81,2000,8281
17182,ZKW0R82,2018,87490
17183,ZKX0R83,2014,71305
17184,ZKY0R84,1996,39033
17185,ZKZ0R85,2004,48705
17186,ZLA0R86,2021,99139
17187,ZLB0R87,1998,90798
17188,ZLC0R88,2024,22049
17189,ZLD0R89,2016,33429
17190,ZLE0R90,2018,91189
17191,ZLF0R91,1995,5253
17192,ZLG0R92,2005,54857
17193,ZLH0R93,1999,57877
17194,ZLI0R94,1996,23113
17195,ZLJ0R95,2001,51092
17196,ZLK0R96,2017,14946
17197,ZLL0R97,2016,19617
17198,ZLM0R98,1994,28270
17199,ZLN0R99,2018,43240
17200,ZLO0R00,2006,84509
17201,ZLP0R01,2013,18683
17202,ZLQ0R02,2021,78247
17203,ZLR0R03,2009,34725
17204,ZLS0R04,2008,46248
17205,ZLT0R05,2004,53915
17206,ZLU0R06,2002,32712
17207,ZLV0R07,1998,45643
17208,ZLW0R08,2016,62099
17209,ZLX0R09,2009,61545
17210,ZLY0R10,2001,32047
17211,ZLZ0R11,1997,55659
17212,ZMA0R12,1997,45843
17213,ZMB0R13,2009,92994
17214,ZMC0R14,2010,40805
17215,ZMD0R15,2006,81381
17216,ZME0R16,1992,61702
17217,ZMF0R17,2021,19075
17218,ZMG0R18,2023,48456
17219,ZMH0R19,2014,73749
17220,ZMI0R20,2004,61397
17221,ZMJ0R21,2007,74137
17222,ZMK0R22,2008,30416
17223,ZML0R23,2013,60127
17224,ZMM0R24,1996,68369
17225,ZMN0R25,1991,16966
17226,ZMO0R26,1992,92738
17227,ZMP0R27,2019,32798
17228,ZMQ0R28,2016,56661
17229,ZMR0R29,2011,75275
17230,ZMS0R30,2013,23899
17231,ZMT0R31,1995,82787
17232,ZMU0R32,2017,53540
17233,ZMV0R33,2011,80497
17234,ZMW0R34,2020,89492
17235,ZMX0R35,2004,43433
17236,ZMY0R36,2000,43443
17237,ZMZ0R37,2003,96006
17238,ZNA0R38,2023,20295
17239,ZNB0R39,1990,97604
17240,ZNC0R40,2022,40758
17241,ZND0R41,2014,33068
17242,ZNE0R42,2006,37104
17243,ZNF0R43,2003,93189
17244,ZNG0R44,1993,98291
17245,ZNH0R45,2014,54658
17246,ZNI0R46,2010,79542
17247,ZNJ0R47,1991,42972
17248,ZNK0R48,2023,37470
17249,ZNL0R49,2020,30495
17250,ZNM0R50,1999,46490
17251,ZNN0R51,1992,7171
17252,ZNO0R52,1995,46689
17253,ZNP0R53,2022,17200
17254,ZNQ0R54,2021,61591
17255,ZNR0R55,2011,50186
17256,ZNS0R56,2014,35495
17257,ZNT0R57,2009,46892
17258,ZNU0R58,2011,78637
17259,ZNV0R59,1995,46212
17260,ZNW0R60,1994,5233
17261,ZNX0R61,2024,70080
17262,ZNY0R62,2006,87814
17263,ZNZ0R63,2000,51898
17264,ZOA0R64,1998,20925
17265,ZOB0R65,2000,94546
17266,ZOC0R66,2023,62659
17267,ZOD0R67,2006,59429
17268,ZOE0R68,2015,10641
17269,ZOF0R69,2004,24944
17270,ZOG0R70,2018,56623
17271,ZOH0R71,1998,56795
17272,ZOI0R72,1998,58986
17273,ZOJ0R73,2020,30091
17274,ZOK0R74,2019,2330
17275,ZOL0R75,1999,93049
17276,ZOM0R76,2008,93754
17277,ZON0R77,2010,1124
17278,ZOO0R78,1990,59198
17279,ZOP0R79,2007,46527
17280,ZOQ0R80,1993,59520
17281,ZOR0R81,2019,53
17282,ZOS0R82,2006,55993
17283,ZOT0R83,1994,8987
17284,ZOU0R84,2022,93699
17285,ZOV0R85,1997,82932
17286,ZOW0R86,2013,90267
17287,ZOX0R87,2010,45223
17288,ZOY0R88,2023,41366
17289,ZOZ0R89,2016,92620
17290,ZPA0R90,2003,66222
17291,ZPB0R91,2011,44311
17292,ZPC0R92,1999,9724
17293,ZPD0R93,2000,54346
17294,ZPE0R94,2008,88813
17295,ZPF0R95,1998,477
17296,ZPG0R96,1991,10623
17297,ZPH0R97,1990,28315
17298,ZPI0R98,2000,20753
17299,ZPJ0R99,2006,96028
17300,ZPK0R00,2000,98456
17301,ZPL0R01,2023,1546
17302,ZPM0R02,2022,77402
17303,ZPN0R03,2024,40761
17304,ZPO0R04,2002,54751
17305,ZPP0R05,1994,11068
17306,ZPQ0R06,2008,58475
17307,ZPR0R07,2014,30737
17308,ZPS0R08,2006,12330
17309,ZPT0R09,2013,5943
17310,ZPU0R10,2023,32407
17311,ZPV0R11,2021,52387
17312,ZPW0R12,2001,31813
17313,ZPX0R13,2015,71245
17314,ZPY0R14,1992,235
17315,ZPZ0R15,1996,95680
17316,ZQA0R16,1999,38199
17317,ZQB0R17,1998,38265
17318,ZQC0R18,2021,14782
17319,ZQD0R19,2021,44768
17320,ZQE0R20,2007,69275
17321,ZQF0R21,2008,80531
17322,ZQG0R22,2020,50988
17323,ZQH0R23,1997,76427
17324,ZQI0R24,2018,27183
17325,ZQJ0R25,2016,97440
17326,ZQK0R26,2000,679
17327,ZQL0R27,2009,4194
17328,ZQM0R28,2022,58764
17329,ZQN0R29,2003,83848
17330,ZQO0R30,1992,12337
17331,ZQP0R31,2024,31546
17332,ZQQ0R32,2020,1681
17333,ZQR0R33,2010,95209
17334,ZQS0R34,2000,56197
17335,ZQT0R35,2009,43376
17336,ZQU0R36,1991,3702
17337,ZQV0R37,1993,71826
17338,ZQW0R38,2022,98680
17339,ZQX0R39,1998,13101
17340,ZQY0R40,1991,43662
17341,ZQZ0R41,2017,50249
17342,ZRA0R42,2019,2539
17343,ZRB0R43,2001,26076
17344,ZRC0R44,2019,49167
17345,ZRD0R45,1994,37362
17346,ZRE0R46,2017,95905
17347,ZRF0R47,1994,41658
17348,ZRG0R48,2023,35547
17349,ZRH0R49,1996,18999
17350,ZRI0R50,1992,99867
17351,ZRJ0R51,2001,24706
17352,ZRK0R52,2014,16635
17353,ZRL0R53,2008,35149
17354,ZRM0R54,2005,80789
17355,ZRN0R55,2002,68482
17356,ZRO0R56,2023,62895
17357,ZRP0R57,1998,45846
17358,ZRQ0R58,1995,21874
17359,ZRR0R59,2012,8058
17360,ZRS0R60,2016,35982
17361,ZRT0R61,2004,96891
17362,ZRU0R62,2022,9335
17363,ZRV0R63,2001,80478
17364,ZRW0R64,2002,64917
17365,ZRX0R65,1997,62040
17366,ZRY0R66,2013,69906
17367,ZRZ0R67,2007,27618
17368,ZSA0R68,1998,70455
17369,ZSB0R69,1992,43112
17370,ZSC0R70,2013,82601
17371,ZSD0R71,2000,3178
17372,ZSE0R72,2014,59006
17373,ZSF0R73,2003,9549
17374,ZSG0R74,2015,29912
17375,ZSH0R75,2021,38533
17376,ZSI0R76,2024,71
17377,ZSJ0R77,2007,58607
17378,ZSK0R78,1997,37136
17379,ZSL0R79,2007,77863
17380,ZSM0R80,2015,15130
17381,ZSN0R81,2021,70051
17382,ZSO0R82,1990,50128
17383,ZSP0R83,2017,24349
17384,ZSQ0R84,1990,64615
17385,ZSR0R85,2019,35556
17386,ZSS0R86,2010,20702
17387,ZST0R87,2007,96522
17388,ZSU0R88,2024,42696
17389,ZSV0R89,2008,55670
17390,ZSW0R90,2018,12072
17391,ZSX0R91,1996,70679
17392,ZSY0R92,2020,83567
17393,ZSZ0R93,2023,95290
17394,ZTA0R94,2022,77177
17395,ZTB0R95,1998,85389
17396,ZTC0R96,2000,54426
17397,ZTD0R97,2008,72111
17398,ZTE0R98,2012,70055
17399,ZTF0R99,2015,58513
17400,ZTG0R00,2003,85353
17401,ZTH0R01,2013,99451
17402,ZTI0R02,2024,54309
17403,ZTJ0R03,1990,30244
17404,ZTK0R04,2003,8640
17405,ZTL0R05,1992,21018
17406,ZTM0R06,2023,30784
17407,ZTN0R07,2017,57869
17408,ZTO0R08,1999,87215
17409,ZTP0R09,2009,96599
17410,ZTQ0R10,2012,76749
17411,ZTR0R11,1999,63657
17412,ZTS0R12,2006,3207
17413,ZTT0R13,1997,76773
17414,ZTU0R14,2003,23874
17415,ZTV0R15,2000,4968
17416,ZTW0R16,2016,22124
17417,ZTX0R17,1999,86607
17418,ZTY0R18,2013,61444
17419,ZTZ0R19,2017,9439
17420,ZUA0R20,2022,49941
17421,ZUB0R21,1998,17345
17422,ZUC0R22,2001,87330
17423,ZUD0R23,1999,64758
17424,ZUE0R24,2015,16945
17425,ZUF0R25,2005,95506
17426,ZUG0R26,2022,22615
17427,ZUH0R27,2021,29854
17428,ZUI0R28,2011,78916
17429,ZUJ0R29,1992,102
17430,ZUK0R30,1990,19832
17431,ZUL0R31,2022,35778
17432,ZUM0R32,2001,24094
17433,ZUN0R33,1998,65393
17434,ZUO0R34,2000,41866
17435,ZUP0R35,2015,45202
17436,ZUQ0R36,2020,90942
17437,ZUR0R37,2004,27212
17438,ZUS0R38,2023,98726
17439,ZUT0R39,2017,55804
17440,ZUU0R40,2007,61328
17441,ZUV0R41,2000,89894
17442,ZUW0R42,2014,87688
17443,ZUX0R43,1990,17646
17444,ZUY0R44,2015,83054
17445,ZUZ0R45,2023,45312
17446,ZVA0R46,1992,66825
17447,ZVB0R47,1998,34363
17448,ZVC0R48,2013,27015
17449,ZVD0R49,2019,55634
17450,ZVE0R50,2005,34593
17451,ZVF0R51,2005,56973
17452,ZVG0R52,2017,8751
17453,ZVH0R53,2010,35930
17454,ZVI0R54,2016,82720
17455,ZVJ0R55,2008,27702
17456,ZVK0R56,2022,5111
17457,ZVL0R57,1996,81472
17458,ZVM0R58,2003,96863
17459,ZVN0R59,2005,22770
17460,ZVO0R60,1990,31131
17461,ZVP0R61,2004,91515
17462,ZVQ0R62,1996,11185
17463,ZVR0R63,2000,7476
17464,ZVS0R64,2012,4207
17465,ZVT0R65,1998,40856
17466,ZVU0R66,2020,80524
17467,ZVV0R67,1991,86140
17468,ZVW0R68,1990,53478
17469,ZVX0R69,2017,52665
17470,ZVY0R70,1992,69398
17471,ZVZ0R71,2006,45011
17472,ZWA0R72,1990,25505
17473,ZWB0R73,2015,64428
17474,ZWC0R74,2009,91210
17475,ZWD0R75,1995,28499
17476,ZWE0R76,2011,39305
17477,ZWF0R77,2002,43887
17478,ZWG0R78,2017,9362
17479,ZWH0R79,2006,22185
17480,ZWI0R80,1996,88849
17481,ZWJ0R81,2004,84350
17482,ZWK0R82,1993,21539
17483,ZWL0R83,2000,40876
17484,ZWM0R84,1998,18707
17485,ZWN0R85,2008,80875
17486,ZWO0R86,1996,46405
17487,ZWP0R87,2003,22746
17488,ZWQ0R88,1997,32796
17489,ZWR0R89,1991,70094
17490,ZWS0R90,2023,79452
17491,ZWT0R91,1998,86240
17492,ZWU0R92,2015,66316
17493,ZWV0R93,2017,38163
17494,ZWW0R94,1993,33334
17495,ZWX0R95,2024,87334
17496,ZWY0R96,2017,98312
17497,ZWZ0R97,1994,40627
17498,ZXA0R98,2020,66568
17499,ZXB0R99,1994,71334
17500,ZXC0R00,2020,31699
17501,ZXD0R01,2005,4373
17502,ZXE0R02,2024,25395
17503,ZXF0R03,1992,50066
17504,ZXG0R04,2009,13736
17505,ZXH0R05,2009,14729
17506,ZXI0R06,2011,20309
17507,ZXJ0R07,1990,1513
17508,ZXK0R08,1990,48197
17509,ZXL0R09,1994,51301
17510,ZXM0R10,2001,37467
17511,ZXN0R11,2021,7736
17512,ZXO0R12,2020,16488
17513,ZXP0R13,2009,99007
17514,ZXQ0R14,2009,77477
17515,ZXR0R15,2010,97388
17516,ZXS0R16,1997,64037
17517,ZXT0R17,2009,10717
17518,ZXU0R18,2016,55155
17519,ZXV0R19,2001,17445
17520,ZXW0R20,2003,35186
17521,ZXX0R21,1992,96908
17522,ZXY0R22,1995,61973
17523,ZXZ0R23,2005,12803
17524,ZYA0R24,2020,60442
17525,ZYB0R25,2022,94905
17526,ZYC0R26,2009,33779
17527,ZYD0R27,2018,25402
17528,ZYE0R28,2008,82716
17529,ZYF0R29,1990,89912
17530,ZYG0R30,1995,6010
17531,ZYH0R31,2016,30553
17532,ZYI0R32,2005,4892
17533,ZYJ0R33,1992,87726
17534,ZYK0R34,2024,39867
17535,ZYL0R35,2007,2270
17536,ZYM0R36,2004,46482
17537,ZYN0R37,2006,67053
17538,ZYO0R38,2020,30621
17539,ZYP0R39,2008,12477
17540,ZYQ0R40,2007,82505
17541,ZYR0R41,2014,13624
17542,ZYS0R42,1995,5806
17543,ZYT0R43,2019,3084
17544,ZYU0R44,2000,24324
17545,ZYV0R45,2011,19943
17546,ZYW0R46,2011,98428
17547,ZYX0R47,2011,29802
17548,ZYY0R48,2006,53096
17549,ZYZ0R49,2020,1939
17550,ZZA0R50,2009,30607
17551,ZZB0R51,2024,965
17552,ZZC0R52,2021,72479
17553,ZZD0R53,1992,8828
17554,ZZE0R54,2005,35186
17555,ZZF0R55,2006,43933
17556,ZZG0R56,2009,19641
17557,ZZH0R57,2019,22401
17558,ZZI0R58,1997,71906
17559,ZZJ0R59,2020,26134
17560,ZZK0R60,2019,46942
17561,ZZL0R61,1994,12904
17562,ZZM0R62,2002,10750
17563,ZZN0R63,2011,39535
17564,ZZO0R64,2009,93053
17565,ZZP0R65,1997,16747
17566,ZZQ0R66,1998,1218
17567,ZZR0R67,2009,42533
17568,ZZS0R68,2023,46359
17569,ZZT0R69,2011,73624
17570,ZZU0R70,2006,70990
17571,ZZV0R71,2006,35077
17572,ZZW0R72,2006,53508
17573,ZZX0R73,2012,22142
17574,ZZY0R74,2023,34032
17575,ZZZ0R75,2004,81379
17576,AAA1R76,1996,84396
17577,AAB1R77,2010,70031
17578,AAC1R78,2023,34982
17579,AAD1R79,2019,11633
17580,AAE1R80,1995,51873
17581,AAF1R81,2006,13355
17582,AAG1R82,2009,11019
17583,AAH1R83,2006,42043
17584,AAI1R84,1992,84496
17585,AAJ1R85,1992,13226
17586,AAK1R86,2023,38069
17587,AAL1R87,2000,75066
17588,AAM1R88,1995,29186
17589,AAN1R89,1999,90109
17590,AAO1R90,1996,44278
17591,AAP1R91,2006,15182
17592,AAQ1R92,2024,76448
17593,AAR1R93,2009,14572
17594,AAS1R94,1990,7869
17595,AAT1R95,2010,82364
17596,AAU1R96,2008,14721
17597,AAV1R97,2023,38410
17598,AAW1R98,1993,86058
17599,AAX1R99,2004,18392
17600,AAY1R00,2011,61171
17601,AAZ1R01,2003,21408
17602,ABA1R02,2013,49988
17603,ABB1R03,2004,42899
17604,ABC1R04,2018,81966
17605,ABD1R05,2022,61764
17606,ABE1R06,2002,13469
17607,ABF1R07,1998,97842
17608,ABG1R08,2005,92427
17609,ABH1R09,2004,37098
17610,ABI1R10,2003,52312
17611,ABJ1R11,1994,57698
17612,ABK1R12,1994,32167
17613,ABL1R13,2009,13654
17614,ABM1R14,2020,2122
17615,ABN1R15,2013,81928
17616,ABO1R16,2012,54833
17617,ABP1R17,2019,90010
17618,ABQ1R18,2007,62782
17619,ABR1R19,1992,70785
17620,ABS1R20,2011,70704
17621,ABT1R21,2014,31013
17622,ABU1R22,2002,52853
17623,ABV1R23,2012,62894
17624,ABW1R24,2024,8371
17625,ABX1R25,2010,47738
17626,ABY1R26,1994,71900
17627,ABZ1R27,2013,45313
17628,ACA1R28,2013,60175
17629,ACB1R29,2007,37551
17630,ACC1R30,2001,90431
17631,ACD1R31,1990,21529
17632,ACE1R32,1992,74865
17633,ACF1R33,2006,37289
17634,ACG1R34,2020,67181
17635,ACH1R35,2005,89865
17636,ACI1R36,2007,57228
17637,ACJ1R37,1999,73261
17638,ACK1R38,2013,75541
17639,ACL1R39,2001,97179
17640,ACM1R40,2012,31813
17641,ACN1R41,2007,43010
17642,ACO1R42,1992,96462
17643,ACP1R43,1998,98444
17644,ACQ1R44,2005,316
17645,ACR1R45,2015,58726
17646,ACS1R46,2003,42764
17647,ACT1R47,2021,57469
17648,ACU1R48,2013,13551
17649,ACV1R49,2005,72020
17650,ACW1R50,2005,25634
17651,ACX1R51,2003,85958
17652,ACY1R52,2024,29077
17653,ACZ1R53,2019,67843
17654,ADA1R54,1994,77237
17655,ADB1R55,2004,65439
17656,ADC1R56,2010,96333
17657,ADD1R57,2008,3955
17658,ADE1R58,1993,51473
17659,ADF1R59,2012,16208
17660,ADG1R60,2004,64662
17661,ADH1R61,2014,27633
17662,ADI1R62,1992,22770
17663,ADJ1R63,2007,40524
17664,ADK1R64,2017,88316
17665,ADL1R65,2005,58413
17666,ADM1R66,2016,82146
17667,ADN1R67,2020,41819
17668,ADO1R68,2022,81976
17669,ADP1R69,2001,79329
17670,ADQ1R70,2001,17852
17671,ADR1R71,2021,72421
17672,ADS1R72,2002,39478
17673,ADT1R73,1996,97486
17674,ADU1R74,2000,20028
17675,ADV1R75,2006,53263
17676,ADW1R76,2020,76233
17677,ADX1R77,2014,84362
17678,ADY1R78,2007,23087
17679,ADZ1R79,2011,22317
17680,AEA1R80,1994,33114
17681,AEB1R81,2016,49694
17682,AEC1R82,2005,30429
17683,AED1R83,2007,92017
17684,AEE1R84,2024,98048
17685,AEF1R85,2010,14137
17686,AEG1R86,2022,86255
17687,AEH1R87,1992,77655
17688,AEI1R88,2013,29020
17689,AEJ1R89,2003,3830
17690,AEK1R90,2003,12009
17691,AEL1R91,1995,48504
17692,AEM1R92,2010,27567
17693,AEN1R93,2019,45092
17694,AEO1R94,2001,35526
17695,AEP1R95,2021,21147
17696,AEQ1R96,2009,24563
17697,AER1R97,2005,74757
17698,AES1R98,2002,94118
17699,AET1R99,1991,81262
17700,AEU1R00,1992,4540
17701,AEV1R01,1992,70549
17702,AEW1R02,2008,11228
17703,AEX1R03,1992,93407
17704,AEY1R04,2001,29850
17705,AEZ1R05,2000,32131
17706,AFA1R06,2002,21507
17707,AFB1R07,1994,20094
17708,AFC1R08,1990,1184
17709,AFD1R09,1991,22596
17710,AFE1R10,2022,33722
17711,AFF1R11,2015,81295
17712,AFG1R12,2014,82311
17713,AFH1R13,2009,37794
17714,AFI1R14,2023,50339
17715,AFJ1R15,2015,48176
17716,AFK1R16,2008,40817
17717,AFL1R17,2012,966
17718,AFM1R18,2012,38774
17719,AFN1R19,2006,98768
17720,AFO1R20,2012,19285
17721,AFP1R21,1996,5050
17722,AFQ1R22,2001,35915
17723,AFR1R23,1990,72890
17724,AFS1R24,2012,34574
17725,AFT1R25,2014,14923
17726,AFU1R26,2010,8830
17727,AFV1R27,2000,8068
17728,AFW1R28,1991,57665
17729,AFX1R29,2009,19167
17730,AFY1R30,2019,93575
17731,AFZ1R31,2024,26450
17732,AGA1R32,1994,20428
17733,AGB1R33,1999,10205
17734,AGC1R34,2020,85901
17735,AGD1R35,1995,89554
17736,AGE1R36,2006,53069
17737,AGF1R37,1995,18051
17738,AGG1R38,1993,56420
17739,AGH1R39,2008,53050
17740,AGI1R40,2013,64404
17741,AGJ1R41,2020,59939
17742,AGK1R42,2023,11182
17743,AGL1R43,1997,47925
17744,AGM1R44,2002,48505
17745,AGN1R45,2013,38961
17746,AGO1R46,2002,74217
17747,AGP1R47,2005,80746
17748,AGQ1R48,1997,62706
17749,AGR1R49,2012,81782
17750,AGS1R50,2002,98958
17751,AGT1R51,2014,27787
17752,AGU1R52,2024,27974
17753,AGV1R53,2003,9576
17754,AGW1R54,2003,77005
17755,AGX1R55,2023,73345
17756,AGY1R56,1991,7096
17757,AGZ1R57,2003,31288
17758,AHA1R58,2008,16757
17759,AHB1R59,2009,47069
17760,AHC1R60,2004,55462
17761,AHD1R61,2001,40462
17762,AHE1R62,2003,29692
17763,AHF1R63,2016,18180
17764,AHG1R64,2001,44478
17765,AHH1R65,2002,41676
17766,AHI1R66,2009,63800
17767,AHJ1R67,1991,21970
17768,AHK1R68,1999,14422
17769,AHL1R69,1999,38413
17770,AHM1R70,2017,49321
17771,AHN1R71,2011,60776
17772,AHO1R72,2024,21262
17773,AHP1R73,2009,86136
17774,AHQ1R74,2010,48155
17775,AHR1R75,2004,73061
17776,AHS1R76,2008,60048
17777,AHT1R77,2002,97338
17778,AHU1R78,2001,14519
17779,AHV1R79,1997,83897
17780,AHW1R80,1993,19893
17781,AHX1R81,1998,66363
17782,AHY1R82,2005,9125
17783,AHZ1R83,2018,57550
17784,AIA1R84,2019,58415
17785,AIB1R85,2011,48978
17786,AIC1R86,1994,96196
17787,AID1R87,1997,79222
17788,AIE1R88,2019,51321
17789,AIF1R89,1993,40554
17790,AIG1R90,2013,72550
17791,AIH1R91,2023,88571
17792,AII1R92,1997,21745
17793,AIJ1R93,1990,15641
17794,AIK1R94,2021,34790
17795,AIL1R95,2008,92835
17796,AIM1R96,2013,28976
17797,AIN1R97,2016,32134
17798,AIO1R98,2022,89855
17799,AIP1R99,2009,57526
17800,AIQ1R00,2008,8748
17801,AIR1R01,1996,88810
17802,AIS1R02,2005,37998
17803,AIT1R03,2013,7581
17804,AIU1R04,2017,74490
17805,AIV1R05,2005,42862
17806,AIW1R06,2007,47019
17807,AIX1R07,2002,21361
17808,AIY1R08,1991,82230
17809,AIZ1R09,2002,44886
17810,AJA1R10,2018,45550
17811,AJB1R11,1994,3850
17812,AJC1R12,2016,92249
17813,AJD1R13,2021,26504
17814,AJE1R14,2024,8341
17815,AJF1R15,2012,40782
17816,AJG1R16,1992,74392
17817,AJH1R17,1993,16762
17818,AJI1R18,1993,67682
17819,AJJ1R19,1996,85404
17820,AJK1R20,2004,14269
17821,AJL1R21,2013,726
17822,AJM1R22,1998,70954
17823,AJN1R23,2009,34247
17824,AJO1R24,2006,95821
17825,AJP1R25,2015,17638
17826,AJQ1R26,1994,40473
17827,AJR1R27,1997,9439
17828,AJS1R28,2021,64424
17829,AJT1R29,2001,27312
17830,AJU1R30,2004,57463
17831,AJV1R31,2011,60387
17832,AJW1R32,1998,5881
17833,AJX1R33,2019,74473
17834,AJY1R34,2023,42436
17835,AJZ1R35,2007,57533
17836,AKA1R36,1996,5408
17837,AKB1R37,2021,74424
17838,AKC1R38,2013,92649
17839,AKD1R39,2017,50827
17840,AKE1R40,2023,74581
17841,AKF1R41,2007,25663
17842,AKG1R42,2005,33221
17843,AKH1R43,1993,12621
17844,AKI1R44,2005,38889
17845,AKJ1R45,1991,57460
17846,AKK1R46,2021,5280
17847,AKL1R47,2022,25159
17848,AKM1R48,2016,36694
17849,AKN1R49,2011,81087
17850,AKO1R50,1992,45696
17851,AKP1R51,1996,19366
17852,AKQ1R52,2017,45161
17853,AKR1R53,1994,72529
17854,AKS1R54,2007,41471
17855,AKT1R55,2011,57649
17856,AKU1R56,1999,64004
17857,AKV1R57,2021,31311
17858,AKW1R58,2017,88850
17859,AKX1R59,2003,45635
17860,AKY1R60,1992,50328
17861,AKZ1R61,2013,77933
17862,ALA1R62,2020,98907
17863,ALB1R63,2016,3934
17864,ALC1R64,2007,47947
17865,ALD1R65,2021,81641
17866,ALE1R66,1996,70377
17867,ALF1R67,2016,87239
17868,ALG1R68,1993,44420
17869,ALH1R69,2021,97957
17870,ALI1R70,1994,31452
17871,ALJ1R71,1990,1901
17872,ALK1R72,2002,32160
17873,ALL1R73,2022,24505
17874,ALM1R74,1998,98884
17875,ALN1R75,1994,72397
17876,ALO1R76,1992,43759
17877,ALP1R77,1994,18918
17878,ALQ1R78,2014,55497
17879,ALR1R79,1996,46433
17880,ALS1R80,1993,93889
17881,ALT1R81,2010,25600
17882,ALU1R82,2017,2638
17883,ALV1R83,2005,10862
17884,ALW1R84,1995,76498
17885,ALX1R85,2022,82109
17886,ALY1R86,2003,22569
17887,ALZ1R87,1994,44861
17888,AMA1R88,1990,81478
17889,AMB1R89,1990,79798
17890,AMC1R90,2008,53318
17891,AMD1R91,2022,1731
17892,AME1R92,2017,1735
17893,AMF1R93,1994,1906
17894,AMG1R94,1996,20019
17895,AMH1R95,2002,62042
17896,AMI1R96,2016,37215
17897,AMJ1R97,2019,94390
17898,AMK1R98,2022,70238
17899,AML1R99,2016,98216
17900,AMM1R00,2007,36891
17901,AMN1R01,2012,13693
17902,AMO1R02,1998,68105
17903,AMP1R03,1996,37613
17904,AMQ1R04,2013,56061
17905,AMR1R05,2022,47416
17906,AMS1R06,2011,11643
17907,AMT1R07,2023,42105
17908,AMU1R08,2022,35944
17909,AMV1R09,1999,13587
17910,AMW1R10,2005,57000
17911,AMX1R11,2022,16366
17912,AMY1R12,2011,20714
17913,AMZ1R13,2007,81492
17914,ANA1R14,2008,72882
17915,ANB1R15,1993,59379
17916,ANC1R16,2006,42145
17917,AND1R17,2018,28643
17918,ANE1R18,2006,26521
17919,ANF1R19,2013,52179
17920,ANG1R20,1999,12090
17921,ANH1R21,1995,58465
17922,ANI1R22,2005,58608
17923,ANJ1R23,1995,51450
17924,ANK1R24,2000,4671
17925,ANL1R25,2018,18515
17926,ANM1R26,2011,52538
17927,ANN1R27,1990,56059
17928,ANO1R28,2015,8509
17929,ANP1R29,2022,84220
17930,ANQ1R30,2004,51885
17931,ANR1R31,2002,95025
17932,ANS1R32,2013,1459
17933,ANT1R33,2003,6734
17934,ANU1R34,2001,15215
17935,ANV1R35,2016,51605
17936,ANW1R36,1996,74551
17937,ANX1R37,2003,99908
17938,ANY1R38,1995,83178
17939,ANZ1R39,2007,94774
17940,AOA1R40,2011,76871
17941,AOB1R41,1992,37634
17942,AOC1R42,2008,67035
17943,AOD1R43,2016,7316
17944,AOE1R44,1999,52653
17945,AOF1R45,2022,2529
17946,AOG1R46,2013,87842
17947,AOH1R47,1996,14730
17948,AOI1R48,2008,50532
17949,AOJ1R49,2004,37734
17950,AOK1R50,1995,90865
17951,AOL1R51,2021,5324
17952,AOM1R52,2004,50033
17953,AON1R53,2021,92969
17954,AOO1R54,1999,22857
17955,AOP1R55,2022,52033
17956,AOQ1R56,2016,97099
17957,AOR1R57,1996,2856
17958,AOS1R58,2014,81400
17959,AOT1R59,2022,85372
17960,AOU1R60,2009,44048
17961,AOV1R61,2016,86233
17962,AOW1R62,2008,30695
17963,AOX1R63,2004,13787
17964,AOY1R64,2022,53862
17965,AOZ1R65,2002,52373
17966,APA1R66,2014,25449
17967,APB1R67,1991,80823
17968,APC1R68,1998,36430
17969,APD1R69,2015,77234
17970,APE1R70,2023,42841
17971,APF1R71,1996,12956
17972,APG1R72,2014,30282
17973,APH1R73,1995,12123
17974,API1R74,1992,60486
17975,APJ1R75,1997,4430
17976,APK1R76,1998,10852
17977,APL1R77,2018,56395
17978,APM1R78,2009,96351
17979,APN1R79,2005,9092
17980,APO1R80,2016,8330
17981,APP1R81,2003,15340
17982,APQ1R82,2006,41708
17983,APR1R83,2024,73164
17984,APS1R84,2003,33296
17985,APT1R85,1997,98716
17986,APU1R86,2024,95418
17987,APV1R87,1993,60418
17988,APW1R88,2015,61723
17989,APX1R89,2007,61828
17990,APY1R90,2012,25013
17991,APZ1R91,2012,27273
17992,AQA1R92,2001,46458
17993,AQB1R93,1995,8366
17994,AQC1R94,2013,19611
17995,AQD1R95,2016,1942
17996,AQE1R96,2006,8029
